type,answer,passage,question,tf
tf,正しい,平成30年の警察白書によれば，サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反 2.コンピュータ・電磁的記録対象犯罪等 3.ネットワーク利用犯罪,次の文章は正しいか答えなさい。サイバー犯罪は次の3つの類型に分類できる。,0
tf,正しい,平成30年の警察白書によれば，サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反 2.コンピュータ・電磁的記録対象犯罪等 3.ネットワーク利用犯罪,次の文章は正しいか答えなさい。サイバー犯罪は3つの類型に区別されている。,1
tf,正しい,平成30年の警察白書によれば，サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反 2.コンピュータ・電磁的記録対象犯罪等 3.ネットワーク利用犯罪,次の文章は正しいか答えなさい。サイバー犯罪は次の3類型に区別されている。,0
tf,正しい,平成30年の警察白書によれば，サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反 2.コンピュータ・電磁的記録対象犯罪等 3.ネットワーク利用犯罪,次の文章は正しいですか?サイバー犯罪は次の3つの類型に区別されている。,0
tf,正しい,平成30年の警察白書によれば，サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反 2.コンピュータ・電磁的記録対象犯罪等 3.ネットワーク利用犯罪,次の文章は正しいか答えなさい。サイバー犯罪は次の3つに区別されている。,0
tf,正しい,平成30年の警察白書によれば，サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反 2.コンピュータ・電磁的記録対象犯罪等 3.ネットワーク利用犯罪,次の文章は正しいか答えなさい。サイバー犯罪は次の3つの類型に分類される。,0
tf,正しい,平成30年の警察白書によれば，サイバー犯罪は次の3つの類型に区別されている。1.不正アクセス禁止法違反 2.コンピュータ・電磁的記録対象犯罪等 3.ネットワーク利用犯罪,次の文章は正しいか答えなさい。サイバー犯罪は次の3つの類型に分類することができる。,0
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い2.痕跡が残りにくい3.不特定多数が被害を受ける4.時間と空間の制約がある,1
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い2.痕跡が残りにくい3.不特定多数が被害を受ける4.時間と空間の制約がない,0
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が低い2.痕跡が残りにくい3.不特定多数が被害を受ける4.時間と空間の制約がある,1
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い2.痕跡が残りやすい3.不特定多数が被害を受ける4.時間と空間の制約がある,1
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がある,1
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が低い2.痕跡が残りにくい3.不特定多数が被害を受ける4.時間と空間の制約がない,1
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける4.時間と空間の制約がある,1
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い2.痕跡が残りやすい3.不特定多数が被害を受ける4.時間と空間の制約がない,1
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が低い2.痕跡が残りやすい3.不特定多数が被害を受ける4.時間と空間の制約がある,1
tf,正しくない,ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,次の文章は正しいか答えなさい。ネットワークを利用したサイバー犯罪には次のような特徴がある。1.匿名性が高い 2.痕跡が残りにくい 3.不特定多数が被害を受ける 4.時間と空間の制約がない,0
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいか答えなさい。一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいか答えなさい。一般利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいか答えなさい。一般の利用者が情報システムを利用するに当たり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいですか?一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいか答えなさい。一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に簡単に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいか答えよ。一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいか答えなさい。一般利用者が情報システムを利用するに当たり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,この文章は正しいか答えなさい。一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいか答えなさい。一般の利用者が情報システムを利用するにあたり設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,1
tf,正しい,一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにする必要がある。,次の文章は正しいか答えなさい。一般の利用者が情報システムを利用するにあたり、設定するパスワードは通常、英数字、記号などを組み合わせ、他の人に容易に推測されない複雑なものにしなければならない。,1
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度である。",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与える制度である。",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度である;",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権は,申請の必要がない産業に関する産業財産権と,申請の必要がない文化や芸術に関する著作権に大きく分けられる。",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定の権利保護を与えるようにした制度である。",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,ある創作者に一定期間の権利保護を与えるようにした制度である。",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度をいう。",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度のことである。",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度を指す。",0
word,産業財産権と著作権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"知的財産権とは,人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度。",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように配慮する必要があるか?",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害しないようにする必要があるか?",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように配慮する必要がある。",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器の普及とデジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように配慮する必要があるか?",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように留意すべきか?",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように配慮する必要がある.",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないようにする必要があるか?",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように注意すべきことは何か",1
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように留意する必要がある。",0
description,"情報機器が普及したことで映像や音楽、イラストや写真など多くの著作物を手軽に利用かつ複製できるようになったため、著作権 についてよく理解した上で活用するようにしなければならない ",情報機器等が普及し，デジタル化が進んだことにより，映像，音楽，イラストや写真，文章など多くの著作物を手軽に利用でき，また複製できるようになった．手軽に利用できるようになったからこそ，知らぬ間に著作権を侵害してしまうことのないように，著作権についてよく理解した上で，著作物を守り活用していく姿勢が求められる．,"情報機器等が普及し,デジタル化が進んだ結果,知らぬ間に著作権を侵害してしまうことのないように配慮しなければならないか?",0
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度は何か?",1
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度は何か",1
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度は何ですか?",1
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度とは何か",1
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度は何か?",0
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度は何と呼ばれているか",1
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度は何か",1
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度の名前は何ですか?",1
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度とは何か?",1
word,知的財産権,知的財産権とは，人間の幅広い知的創造活動の成果について，その創作者に一定期間の権利保護を与えるようにした制度である。知的財産権は，申請の必要な産業に関する産業財産権と，申請の必要がない文化や芸術に関する著作権に大きく分けられる。,"人間の幅広い知的創造活動の成果について,その創作者に一定期間の権利保護を与えるようにした制度は何か?",1
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,産業財産権にはどのようなものがありますか?,1
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,"特許権,実用新案権,商標権を総称して産業財産権という.",0
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,産業財産権にはどのようなものがありますか,1
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,産業財産権にはどのようなものがあるか,1
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,"特許権,実用新案権,意匠権を総称して産業財産権という.",0
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,"特許権,実用新案権,商標権を総称して産業財産権といいますか?",0
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,産業財産権にはどのようなものがあるか?,1
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,特許権と実用新案権は一体となって産業財産権を構成しているのだろうか,0
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,"特許権,実用新案権,商標権を総称して産業財産権という。",0
description,"産業財産権には、新しい発明を出願から20年間保護する特許権、物品の構造・形状の考案を出願から20年間保護する実用新案権、 商品やサービスに使用するマークを保護する商標権、物品のデザインを登録から25年間保護する意匠権がある。 ",特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される．,特許権、実用新案権、商標権を総称して産業財産権という.,0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権,意匠権を総称して産業財産権という。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権,意匠権を総称して産業財産権といい,新しい技術やデザインに対して独占的に使用できる権利が与えられている。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権,意匠権を総称して産業財産権といい,新しい技術やデザインに対して独占的に使用できる権利が与えられる。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権,意匠権を総称して産業財産権といい,新しい技術やデザインなどに対して独占的に使用できる権利が与えられている。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権,意匠権を総称して産業財産権といい,新しい技術やデザインに対して独占的に使用できる権利が与えられた。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権、意匠権を総称して産業財産権といい,新しい技術やデザインに対して独占的に使用できる権利が与えられている。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権と実用新案権は総称して産業財産権といい,新しい技術やデザインに対して独占的に使用できる権利が与えられている。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権,意匠権を総称して産業財産権といい,新しい技術やデザインなどに対して独占的に使用できる権利が与えられる。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権、意匠権を総称して産業財産権という。",0
word,商標権,特許権，実用新案権，意匠権，商標権を総称して産業財産権といい，新しい技術やデザインなどに対して独占的に使用できる権利が与えられ，模倣されないように保護される。,"特許権,実用新案権,意匠権を総称して産業財産権といい,新しい技術やデザインなどに対して独占的に使用できる権利が与えられた。",0
description,"生存する個人に関する情報であって、当該情報に含まれる氏名、生年月日その他の記述等により特定の個人を識別することができ るもの、あるいは個人識別符号が含まれるもの ",2003年に成立した「個人情報の保護に関する法律」では，個人情報を次のように定義している。「生存する個人に関する情報であって，当該情報に含まれる氏名，生年月日，その他の記述などによって特定の個人を識別できるもの(他の情報と容易に照合することができ，それによって特定の個人を識別することができることとなるものを含む)，または個人識別符号が含まれるもの。」,"個人情報を次のように定義している。「生存する個人に関する情報であって,当該情報に含まれる氏名、生年月日その他の記述によって特定の個人を識別できるもの」",0
